Train_No,Start_Time,End_Time,Total_Distance,Journey_Duration_Hours,Route_Category
31440,1900-01-01 19:47:00,1900-01-01 20:48:00,40,1.0166666666666666,Short
31441,1900-01-01 19:42:00,1900-01-01 20:45:00,40,1.05,Short
31442,1900-01-01 20:15:00,1900-01-01 21:20:00,40,1.0833333333333333,Short
31443,1900-01-01 20:52:00,1900-01-01 21:55:00,40,1.05,Short
31444,1900-01-01 21:08:00,1900-01-01 22:13:00,40,1.0833333333333333,Short
31445,1900-01-01 21:20:00,1900-01-01 22:25:00,40,1.0833333333333333,Short
31446,1900-01-01 21:32:00,1900-01-01 22:35:00,40,1.05,Short
31447,1900-01-01 22:22:00,1900-01-01 23:27:00,40,1.0833333333333333,Short
31448,1900-01-01 22:08:00,1900-01-01 23:12:00,40,1.0666666666666667,Short
31449,1900-01-01 23:15:00,1900-01-01 00:18:00,40,1.0500000000000007,Short
31450,1900-01-01 23:15:00,1900-01-01 00:20:00,40,1.0833333333333321,Short
31451,1900-01-01 00:00:00,1900-01-01 00:00:00,40,0.0,Short
31471,1900-01-01 07:15:00,1900-01-01 08:12:00,35,0.95,Short
31511,1900-01-01 04:35:00,1900-01-01 06:55:00,96,2.3333333333333335,Short
31512,1900-01-01 03:22:00,1900-01-01 05:40:00,96,2.3,Short
31513,1900-01-01 06:00:00,1900-01-01 08:15:00,96,2.25,Short
31514,1900-01-01 04:46:00,1900-01-01 07:05:00,96,2.316666666666667,Short
31515,1900-01-01 07:25:00,1900-01-01 09:42:00,96,2.283333333333333,Short
31516,1900-01-01 05:52:00,1900-01-01 08:07:00,96,2.25,Short
31517,1900-01-01 08:50:00,1900-01-01 11:08:00,96,2.3,Short
31518,1900-01-01 07:28:00,1900-01-01 09:40:00,96,2.2,Short
31519,1900-01-01 10:32:00,1900-01-01 12:50:00,96,2.3,Short
31520,1900-01-01 08:37:00,1900-01-01 10:52:00,96,2.25,Short
31521,1900-01-01 11:35:00,1900-01-01 13:58:00,96,2.3833333333333333,Short
31522,1900-01-01 10:05:00,1900-01-01 12:22:00,96,2.283333333333333,Short
31523,1900-01-01 13:00:00,1900-01-01 15:20:00,96,2.3333333333333335,Short
31524,1900-01-01 11:30:00,1900-01-01 13:42:00,96,2.2,Short
31525,1900-01-01 14:20:00,1900-01-01 16:38:00,96,2.3,Short
31526,1900-01-01 13:12:00,1900-01-01 15:32:00,96,2.3333333333333335,Short
31527,1900-01-01 15:45:00,1900-01-01 18:05:00,96,2.3333333333333335,Short
31528,1900-01-01 14:27:00,1900-01-01 16:40:00,96,2.216666666666667,Short
31529,1900-01-01 16:57:00,1900-01-01 19:18:00,96,2.35,Short
31530,1900-01-01 15:40:00,1900-01-01 17:55:00,96,2.25,Short
31531,1900-01-01 17:52:00,1900-01-01 20:00:00,96,2.1333333333333333,Short
31532,1900-01-01 17:10:00,1900-01-01 19:25:00,96,2.25,Short
31533,1900-01-01 18:50:00,1900-01-01 21:10:00,96,2.3333333333333335,Short
31534,1900-01-01 18:28:00,1900-01-01 20:45:00,96,2.283333333333333,Short
31535,1900-01-01 19:50:00,1900-01-01 22:10:00,96,2.3333333333333335,Short
31536,1900-01-01 19:52:00,1900-01-01 22:05:00,96,2.216666666666667,Short
31537,1900-01-01 20:45:00,1900-01-01 23:03:00,96,2.3,Short
31538,1900-01-01 20:55:00,1900-01-01 23:15:00,96,2.3333333333333335,Short
31539,1900-01-01 21:50:00,1900-01-01 00:05:00,96,2.25,Short
31540,1900-01-01 21:30:00,1900-01-01 23:50:00,96,2.3333333333333335,Short
31541,1900-01-01 22:40:00,1900-01-01 00:55:00,96,2.25,Short
31542,1900-01-01 22:45:00,1900-01-01 00:58:00,96,2.216666666666665,Short
31571,1900-01-01 05:47:00,1900-01-01 06:52:00,35,1.0833333333333333,Short
31584,1900-01-01 07:02:00,1900-01-01 07:40:00,15,0.6333333333333333,Short
31585,1900-01-01 08:35:00,1900-01-01 09:13:00,15,0.6333333333333333,Short
31586,1900-01-01 09:25:00,1900-01-01 10:02:00,15,0.6166666666666667,Short
31601,1900-01-01 17:52:00,1900-01-01 19:40:00,76,1.8,Short
31602,1900-01-01 07:45:00,1900-01-01 09:26:00,76,1.6833333333333333,Short
31611,1900-01-01 05:05:00,1900-01-01 06:55:00,76,1.8333333333333333,Short
31612,1900-01-01 04:20:00,1900-01-01 06:05:00,76,1.75,Short
31613,1900-01-01 05:37:00,1900-01-01 07:25:00,76,1.8,Short
31614,1900-01-01 06:05:00,1900-01-01 07:50:00,76,1.75,Short
31615,1900-01-01 06:20:00,1900-01-01 08:10:00,76,1.8333333333333333,Short
31616,1900-01-01 07:20:00,1900-01-01 09:10:00,76,1.8333333333333333,Short
31617,1900-01-01 08:00:00,1900-01-01 09:48:00,76,1.8,Short
31618,1900-01-01 07:30:00,1900-01-01 09:10:00,76,1.6666666666666667,Short
31619,1900-01-01 09:50:00,1900-01-01 11:28:00,76,1.6333333333333333,Short
31620,1900-01-01 08:35:00,1900-01-01 10:18:00,76,1.7166666666666666,Short
31621,1900-01-01 11:45:00,1900-01-01 13:37:00,76,1.8666666666666667,Short
31622,1900-01-01 10:12:00,1900-01-01 11:58:00,76,1.7666666666666666,Short
31623,1900-01-01 15:00:00,1900-01-01 16:48:00,76,1.8,Short
31624,1900-01-01 12:50:00,1900-01-01 14:36:00,76,1.7666666666666666,Short
31625,1900-01-01 16:25:00,1900-01-01 18:12:00,76,1.7833333333333334,Short
31626,1900-01-01 15:30:00,1900-01-01 17:02:00,76,1.5333333333333334,Short
31627,1900-01-01 20:25:00,1900-01-01 22:15:00,76,1.8333333333333333,Short
31628,1900-01-01 17:25:00,1900-01-01 19:10:00,76,1.75,Short
31629,1900-01-01 21:40:00,1900-01-01 23:28:00,76,1.8,Short
31630,1900-01-01 18:42:00,1900-01-01 20:30:00,76,1.8,Short
31631,1900-01-01 22:50:00,1900-01-01 00:38:00,76,1.8000000000000007,Short
31632,1900-01-01 19:25:00,1900-01-01 21:15:00,76,1.8333333333333333,Short
31633,1900-01-01 23:40:00,1900-01-01 01:28:00,76,1.8000000000000007,Short
31634,1900-01-01 20:08:00,1900-01-01 21:55:00,76,1.7833333333333334,Short
31636,1900-01-01 21:37:00,1900-01-01 23:25:00,76,1.8,Short
31711,1900-01-01 05:00:00,1900-01-01 05:42:00,35,0.7,Short
31712,1900-01-01 04:05:00,1900-01-01 04:47:00,35,0.7,Short
31713,1900-01-01 12:32:00,1900-01-01 13:12:00,35,0.6666666666666666,Short
31714,1900-01-01 11:40:00,1900-01-01 12:20:00,35,0.6666666666666666,Short
31721,1900-01-01 04:42:00,1900-01-01 05:11:00,26,0.48333333333333334,Short
31722,1900-01-01 07:58:00,1900-01-01 08:32:00,26,0.5666666666666667,Short
31723,1900-01-01 06:05:00,1900-01-01 06:38:00,26,0.55,Short
31724,1900-01-01 20:44:00,1900-01-01 21:15:00,26,0.5166666666666667,Short
31725,1900-01-01 22:20:00,1900-01-01 22:50:00,26,0.5,Short
31726,1900-01-01 23:25:00,1900-01-01 23:58:00,26,0.55,Short
31741,1900-01-01 04:42:00,1900-01-01 05:32:00,43,0.8333333333333334,Short
31742,1900-01-01 06:22:00,1900-01-01 07:12:00,43,0.8333333333333334,Short
31743,1900-01-01 05:27:00,1900-01-01 06:14:00,43,0.7833333333333333,Short
31744,1900-01-01 07:38:00,1900-01-01 08:28:00,43,0.8333333333333334,Short
31745,1900-01-01 07:30:00,1900-01-01 08:20:00,43,0.8333333333333334,Short
31746,1900-01-01 09:52:00,1900-01-01 10:45:00,43,0.8833333333333333,Short
31747,1900-01-01 08:50:00,1900-01-01 09:40:00,43,0.8333333333333334,Short
31748,1900-01-01 11:55:00,1900-01-01 12:48:00,43,0.8833333333333333,Short
31749,1900-01-01 10:53:00,1900-01-01 11:47:00,43,0.9,Short
31750,1900-01-01 16:30:00,1900-01-01 17:20:00,43,0.8333333333333334,Short
31751,1900-01-01 13:40:00,1900-01-01 14:30:00,43,0.8333333333333334,Short
31752,1900-01-01 17:30:00,1900-01-01 18:20:00,43,0.8333333333333334,Short
31753,1900-01-01 15:20:00,1900-01-01 16:10:00,43,0.8333333333333334,Short
31754,1900-01-01 18:30:00,1900-01-01 19:20:00,43,0.8333333333333334,Short
31755,1900-01-01 17:50:00,1900-01-01 18:40:00,43,0.8333333333333334,Short
31756,1900-01-01 20:50:00,1900-01-01 21:40:00,43,0.8333333333333334,Short
31757,1900-01-01 19:45:00,1900-01-01 20:35:00,43,0.8333333333333334,Short
31758,1900-01-01 21:58:00,1900-01-01 22:47:00,43,0.8166666666666667,Short
31765,1900-01-01 05:00:00,1900-01-01 08:15:00,154,3.25,Short
31766,1900-01-01 08:25:00,1900-01-01 11:45:00,153,3.3333333333333335,Short
31767,1900-01-01 07:35:00,1900-01-01 10:50:00,154,3.25,Short
31768,1900-01-01 03:25:00,1900-01-01 06:55:00,153,3.5,Short
31770,1900-01-01 11:55:00,1900-01-01 15:35:00,153,3.6666666666666665,Short
31771,1900-01-01 17:05:00,1900-01-01 20:20:00,154,3.25,Short
31772,1900-01-01 19:30:00,1900-01-01 23:03:00,153,3.55,Short
31781,1900-01-01 08:15:00,1900-01-01 08:42:00,20,0.45,Short
31782,1900-01-01 08:58:00,1900-01-01 09:25:00,19,0.45,Short
31783,1900-01-01 13:05:00,1900-01-01 13:32:00,20,0.45,Short
31784,1900-01-01 10:46:00,1900-01-01 11:15:00,19,0.48333333333333334,Short
31786,1900-01-01 14:07:00,1900-01-01 14:35:00,19,0.4666666666666667,Short
31801,1900-01-01 17:05:00,1900-01-01 19:29:00,102,2.4,Short
31802,1900-01-01 08:42:00,1900-01-01 11:00:00,102,2.3,Short
31811,1900-01-01 03:20:00,1900-01-01 05:48:00,102,2.466666666666667,Short
31812,1900-01-01 04:20:00,1900-01-01 06:45:00,102,2.4166666666666665,Short
31813,1900-01-01 05:20:00,1900-01-01 07:42:00,102,2.3666666666666667,Short
31814,1900-01-01 05:00:00,1900-01-01 07:12:00,102,2.2,Short
31815,1900-01-01 06:10:00,1900-01-01 08:34:00,102,2.4,Short
31816,1900-01-01 06:07:00,1900-01-01 08:27:00,102,2.3333333333333335,Short
31817,1900-01-01 06:55:00,1900-01-01 09:22:00,102,2.45,Short
31818,1900-01-01 07:04:00,1900-01-01 09:22:00,102,2.3,Short
31819,1900-01-01 09:35:00,1900-01-01 11:50:00,102,2.25,Short
31820,1900-01-01 09:04:00,1900-01-01 11:24:00,102,2.3333333333333335,Short
31821,1900-01-01 10:52:00,1900-01-01 13:15:00,102,2.3833333333333333,Short
31822,1900-01-01 09:50:00,1900-01-01 12:10:00,102,2.3333333333333335,Short
31823,1900-01-01 12:05:00,1900-01-01 14:26:00,102,2.35,Short
31824,1900-01-01 12:07:00,1900-01-01 14:25:00,102,2.3,Short
31825,1900-01-01 13:15:00,1900-01-01 15:35:00,102,2.3333333333333335,Short
31826,1900-01-01 13:50:00,1900-01-01 16:00:00,102,2.1666666666666665,Short
31827,1900-01-01 15:25:00,1900-01-01 17:50:00,102,2.4166666666666665,Short
31828,1900-01-01 15:20:00,1900-01-01 17:37:00,102,2.283333333333333,Short
31829,1900-01-01 16:15:00,1900-01-01 18:35:00,102,2.3333333333333335,Short
31830,1900-01-01 16:27:00,1900-01-01 18:45:00,102,2.3,Short
31831,1900-01-01 17:36:00,1900-01-01 19:49:00,102,2.216666666666667,Short
31832,1900-01-01 18:32:00,1900-01-01 20:58:00,102,2.433333333333333,Short
31833,1900-01-01 18:42:00,1900-01-01 20:59:00,102,2.283333333333333,Short
31834,1900-01-01 19:24:00,1900-01-01 21:43:00,102,2.316666666666667,Short
31835,1900-01-01 19:35:00,1900-01-01 21:57:00,102,2.3666666666666667,Short
31836,1900-01-01 20:00:00,1900-01-01 22:25:00,102,2.4166666666666665,Short
31837,1900-01-01 21:00:00,1900-01-01 23:22:00,102,2.3666666666666667,Short
31838,1900-01-01 22:17:00,1900-01-01 00:40:00,102,2.383333333333333,Short
31839,1900-01-01 07:46:00,1900-01-01 09:58:00,102,2.2,Short
31840,1900-01-01 20:25:00,1900-01-01 22:55:00,102,2.5,Short
31841,1900-01-01 10:28:00,1900-01-01 12:35:00,102,2.1166666666666667,Short
31842,1900-01-01 21:10:00,1900-01-01 23:25:00,102,2.25,Short
31843,1900-01-01 19:30:00,1900-01-01 21:40:00,102,2.1666666666666665,Short
31844,1900-01-01 14:17:00,1900-01-01 16:15:00,102,1.9666666666666666,Short
31861,1900-01-01 10:28:00,1900-01-01 13:10:00,128,2.7,Short
31862,1900-01-01 16:55:00,1900-01-01 19:55:00,127,3.0,Short
31863,1900-01-01 13:05:00,1900-01-01 15:45:00,128,2.6666666666666665,Short
31864,1900-01-01 17:55:00,1900-01-01 20:40:00,127,2.75,Short
31865,1900-01-01 22:10:00,1900-01-01 00:40:00,128,2.5,Short
31866,1900-01-01 11:05:00,1900-01-01 13:47:00,127,2.7,Short
31911,1900-01-01 04:20:00,1900-01-01 07:02:00,119,2.7,Short
31912,1900-01-01 03:50:00,1900-01-01 06:25:00,119,2.5833333333333335,Short
31913,1900-01-01 07:40:00,1900-01-01 10:28:00,119,2.8,Short
31914,1900-01-01 05:05:00,1900-01-01 07:37:00,119,2.533333333333333,Short
31915,1900-01-01 09:58:00,1900-01-01 12:39:00,119,2.683333333333333,Short
31916,1900-01-01 07:12:00,1900-01-01 09:52:00,119,2.6666666666666665,Short
31917,1900-01-01 12:45:00,1900-01-01 15:40:00,119,2.9166666666666665,Short
31918,1900-01-01 08:52:00,1900-01-01 11:30:00,119,2.6333333333333333,Short
31919,1900-01-01 14:05:00,1900-01-01 16:46:00,119,2.683333333333333,Short
31920,1900-01-01 10:40:00,1900-01-01 13:14:00,119,2.566666666666667,Short
31921,1900-01-01 17:15:00,1900-01-01 19:58:00,119,2.716666666666667,Short
31922,1900-01-01 14:05:00,1900-01-01 17:00:00,119,2.9166666666666665,Short
31923,1900-01-01 18:20:00,1900-01-01 21:04:00,119,2.7333333333333334,Short
31924,1900-01-01 15:35:00,1900-01-01 18:12:00,119,2.6166666666666667,Short
31925,1900-01-01 19:17:00,1900-01-01 21:54:00,119,2.6166666666666667,Short
31926,1900-01-01 19:54:00,1900-01-01 22:35:00,119,2.683333333333333,Short
31927,1900-01-01 20:32:00,1900-01-01 23:15:00,119,2.716666666666667,Short
31928,1900-01-01 21:25:00,1900-01-01 00:02:00,119,2.616666666666667,Short
31929,1900-01-01 21:30:00,1900-01-01 00:11:00,119,2.6833333333333336,Short
32211,1900-01-01 04:07:00,1900-01-01 04:50:00,28,0.7166666666666667,Short
32212,1900-01-01 05:00:00,1900-01-01 05:45:00,28,0.75,Short
32213,1900-01-01 04:57:00,1900-01-01 05:44:00,28,0.7833333333333333,Short
32214,1900-01-01 05:52:00,1900-01-01 06:35:00,28,0.7166666666666667,Short
32215,1900-01-01 05:42:00,1900-01-01 06:25:00,28,0.7166666666666667,Short
32216,1900-01-01 06:35:00,1900-01-01 07:18:00,28,0.7166666666666667,Short
32217,1900-01-01 06:05:00,1900-01-01 06:52:00,28,0.7833333333333333,Short
32218,1900-01-01 07:02:00,1900-01-01 07:46:00,28,0.7333333333333333,Short
32219,1900-01-01 06:42:00,1900-01-01 07:25:00,28,0.7166666666666667,Short
32220,1900-01-01 07:40:00,1900-01-01 08:27:00,28,0.7833333333333333,Short
32221,1900-01-01 00:00:00,1900-01-01 00:00:00,28,0.0,Short
32222,1900-01-01 08:44:00,1900-01-01 09:28:00,28,0.7333333333333333,Short
32223,1900-01-01 08:23:00,1900-01-01 09:07:00,28,0.7333333333333333,Short
32224,1900-01-01 09:15:00,1900-01-01 10:00:00,28,0.75,Short
32225,1900-01-01 08:48:00,1900-01-01 09:31:00,28,0.7166666666666667,Short
32226,1900-01-01 09:50:00,1900-01-01 10:35:00,28,0.75,Short
32227,1900-01-01 09:50:00,1900-01-01 10:32:00,28,0.7,Short
32228,1900-01-01 10:58:00,1900-01-01 11:45:00,28,0.7833333333333333,Short
32229,1900-01-01 10:15:00,1900-01-01 11:02:00,28,0.7833333333333333,Short
32230,1900-01-01 11:25:00,1900-01-01 12:10:00,28,0.75,Short
32231,1900-01-01 10:50:00,1900-01-01 11:35:00,28,0.75,Short
32232,1900-01-01 12:08:00,1900-01-01 12:52:00,28,0.7333333333333333,Short
32233,1900-01-01 12:12:00,1900-01-01 12:57:00,28,0.75,Short
32234,1900-01-01 13:10:00,1900-01-01 14:05:00,28,0.9166666666666666,Short
32235,1900-01-01 13:25:00,1900-01-01 14:07:00,28,0.7,Short
32236,1900-01-01 14:22:00,1900-01-01 15:05:00,28,0.7166666666666667,Short
32237,1900-01-01 15:26:00,1900-01-01 16:10:00,28,0.7333333333333333,Short
32238,1900-01-01 16:25:00,1900-01-01 17:07:00,28,0.7,Short
32239,1900-01-01 16:05:00,1900-01-01 16:45:00,28,0.6666666666666666,Short
32240,1900-01-01 17:10:00,1900-01-01 17:55:00,28,0.75,Short
32241,1900-01-01 17:17:00,1900-01-01 18:02:00,28,0.75,Short
32242,1900-01-01 18:10:00,1900-01-01 18:55:00,28,0.75,Short
32243,1900-01-01 18:06:00,1900-01-01 18:49:00,28,0.7166666666666667,Short
32244,1900-01-01 18:30:00,1900-01-01 19:15:00,28,0.75,Short
32245,1900-01-01 19:05:00,1900-01-01 19:50:00,28,0.75,Short
32246,1900-01-01 19:15:00,1900-01-01 19:58:00,28,0.7166666666666667,Short
32247,1900-01-01 21:32:00,1900-01-01 22:15:00,28,0.7166666666666667,Short
32248,1900-01-01 20:32:00,1900-01-01 21:20:00,28,0.8,Short
32249,1900-01-01 22:22:00,1900-01-01 23:07:00,28,0.75,Short
32250,1900-01-01 22:32:00,1900-01-01 23:20:00,28,0.8,Short
32252,1900-01-01 23:45:00,1900-01-01 00:28:00,28,0.716666666666665,Short
32411,1900-01-01 14:12:00,1900-01-01 15:12:00,39,1.0,Short
32412,1900-01-01 15:23:00,1900-01-01 16:30:00,39,1.1166666666666667,Short
32413,1900-01-01 20:40:00,1900-01-01 21:50:00,39,1.1666666666666667,Short
32414,1900-01-01 22:50:00,1900-01-01 23:50:00,39,1.0,Short
33061,1900-01-01 14:32:00,1900-01-01 16:44:00,66,2.2,Short
33212,1900-01-01 11:33:00,1900-01-01 11:50:00,9,0.2833333333333333,Short
33231,1900-01-01 18:17:00,1900-01-01 18:42:00,15,0.4166666666666667,Short
33232,1900-01-01 18:52:00,1900-01-01 19:17:00,15,0.4166666666666667,Short
33262,1900-01-01 17:12:00,1900-01-01 17:40:00,15,0.4666666666666667,Short
33271,1900-01-01 19:25:00,1900-01-01 20:45:00,50,1.3333333333333333,Short
33282,1900-01-01 16:15:00,1900-01-01 18:05:00,67,1.8333333333333333,Short
33291,1900-01-01 17:50:00,1900-01-01 18:18:00,18,0.4666666666666667,Short
33311,1900-01-01 00:00:00,1900-01-01 00:00:00,52,0.0,Short
33312,1900-01-01 05:10:00,1900-01-01 06:32:00,52,1.3666666666666667,Short
33313,1900-01-01 00:00:00,1900-01-01 00:00:00,52,0.0,Short
33314,1900-01-01 09:28:00,1900-01-01 10:46:00,52,1.3,Short
33315,1900-01-01 00:00:00,1900-01-01 00:00:00,52,0.0,Short
33316,1900-01-01 19:40:00,1900-01-01 21:04:00,52,1.4,Short
33317,1900-01-01 00:00:00,1900-01-01 00:00:00,52,0.0,Short
33318,1900-01-01 22:24:00,1900-01-01 23:40:00,52,1.2666666666666666,Short
33319,1900-01-01 00:00:00,1900-01-01 00:00:00,52,0.0,Short
33320,1900-01-01 20:28:00,1900-01-01 21:48:00,52,1.3333333333333333,Short
33321,1900-01-01 00:00:00,1900-01-01 00:00:00,52,0.0,Short
33323,1900-01-01 00:00:00,1900-01-01 00:00:00,52,0.0,Short
33325,1900-01-01 21:30:00,1900-01-01 22:55:00,52,1.4166666666666667,Short
33351,1900-01-01 15:42:00,1900-01-01 16:15:00,22,0.55,Short
33357,1900-01-01 07:02:00,1900-01-01 07:15:00,7,0.21666666666666667,Short
33361,1900-01-01 07:45:00,1900-01-01 08:55:00,54,1.1666666666666667,Short
33362,1900-01-01 09:25:00,1900-01-01 10:30:00,54,1.0833333333333333,Short
33363,1900-01-01 08:25:00,1900-01-01 09:30:00,54,1.0833333333333333,Short
33364,1900-01-01 20:08:00,1900-01-01 21:22:00,54,1.2333333333333334,Short
33365,1900-01-01 11:30:00,1900-01-01 12:35:00,54,1.0833333333333333,Short
33366,1900-01-01 22:10:00,1900-01-01 23:20:00,54,1.1666666666666667,Short
33367,1900-01-01 17:40:00,1900-01-01 18:48:00,54,1.1333333333333333,Short
33382,1900-01-01 22:15:00,1900-01-01 23:03:00,35,0.8,Short
33401,1900-01-01 18:12:00,1900-01-01 18:57:00,24,0.75,Short
33402,1900-01-01 09:35:00,1900-01-01 10:20:00,25,0.75,Short
33411,1900-01-01 09:28:00,1900-01-01 09:49:00,12,0.35,Short
33412,1900-01-01 10:03:00,1900-01-01 10:25:00,12,0.36666666666666664,Short
33421,1900-01-01 07:32:00,1900-01-01 08:12:00,20,0.6666666666666666,Short
33422,1900-01-01 08:52:00,1900-01-01 09:35:00,20,0.7166666666666667,Short
33431,1900-01-01 08:58:00,1900-01-01 09:45:00,24,0.7833333333333333,Short
33432,1900-01-01 05:16:00,1900-01-01 06:05:00,25,0.8166666666666667,Short
33433,1900-01-01 09:40:00,1900-01-01 10:26:00,24,0.7666666666666667,Short
33434,1900-01-01 08:15:00,1900-01-01 09:02:00,25,0.7833333333333333,Short
33435,1900-01-01 10:22:00,1900-01-01 11:12:00,24,0.8333333333333334,Short
33436,1900-01-01 10:40:00,1900-01-01 11:27:00,25,0.7833333333333333,Short
33437,1900-01-01 10:34:00,1900-01-01 11:22:00,24,0.8,Short
33438,1900-01-01 14:40:00,1900-01-01 15:25:00,25,0.75,Short
33439,1900-01-01 10:56:00,1900-01-01 11:42:00,24,0.7666666666666667,Short
33440,1900-01-01 16:12:00,1900-01-01 16:57:00,25,0.75,Short
33441,1900-01-01 16:16:00,1900-01-01 17:00:00,24,0.7333333333333333,Short
33443,1900-01-01 20:38:00,1900-01-01 21:24:00,24,0.7666666666666667,Short
33445,1900-01-01 21:12:00,1900-01-01 21:56:00,24,0.7333333333333333,Short
33447,1900-01-01 21:25:00,1900-01-01 22:10:00,24,0.75,Short
33511,1900-01-01 00:00:00,1900-01-01 00:00:00,77,0.0,Short
33512,1900-01-01 03:03:00,1900-01-01 05:30:00,77,2.45,Short
33513,1900-01-01 00:00:00,1900-01-01 00:00:00,77,0.0,Short
33514,1900-01-01 04:48:00,1900-01-01 06:55:00,77,2.1166666666666667,Short
33515,1900-01-01 07:40:00,1900-01-01 09:55:00,77,2.25,Short
33516,1900-01-01 06:46:00,1900-01-01 08:55:00,77,2.15,Short
33517,1900-01-01 00:00:00,1900-01-01 00:00:00,77,0.0,Short
33518,1900-01-01 07:42:00,1900-01-01 09:52:00,77,2.1666666666666665,Short
33519,1900-01-01 09:18:00,1900-01-01 11:30:00,77,2.2,Short
33520,1900-01-01 10:47:00,1900-01-01 13:00:00,77,2.216666666666667,Short
33521,1900-01-01 00:00:00,1900-01-01 00:00:00,77,0.0,Short
33522,1900-01-01 11:32:00,1900-01-01 13:40:00,77,2.1333333333333333,Short
33523,1900-01-01 00:00:00,1900-01-01 00:00:00,77,0.0,Short
33524,1900-01-01 12:05:00,1900-01-01 14:10:00,77,2.0833333333333335,Short
33525,1900-01-01 00:00:00,1900-01-01 00:00:00,77,0.0,Short
33526,1900-01-01 13:15:00,1900-01-01 15:18:00,77,2.05,Short
33527,1900-01-01 00:00:00,1900-01-01 00:00:00,77,0.0,Short
33528,1900-01-01 13:42:00,1900-01-01 15:47:00,77,2.0833333333333335,Short
33529,1900-01-01 00:00:00,1900-01-01 00:00:00,77,0.0,Short
33530,1900-01-01 14:54:00,1900-01-01 17:12:00,77,2.3,Short
33531,1900-01-01 00:00:00,1900-01-01 00:00:00,77,0.0,Short
33532,1900-01-01 17:22:00,1900-01-01 19:37:00,77,2.25,Short
33533,1900-01-01 00:00:00,1900-01-01 00:00:00,77,0.0,Short
33534,1900-01-01 18:02:00,1900-01-01 20:07:00,77,2.0833333333333335,Short
33536,1900-01-01 18:53:00,1900-01-01 21:10:00,77,2.283333333333333,Short
33538,1900-01-01 21:26:00,1900-01-01 23:35:00,77,2.15,Short
33611,1900-01-01 05:02:00,1900-01-01 06:04:00,32,1.0333333333333334,Short
33612,1900-01-01 05:42:00,1900-01-01 06:40:00,32,0.9666666666666667,Short
33613,1900-01-01 07:25:00,1900-01-01 08:25:00,32,1.0,Short
33614,1900-01-01 06:25:00,1900-01-01 07:25:00,32,1.0,Short
33615,1900-01-01 08:30:00,1900-01-01 09:30:00,32,1.0,Short
33616,1900-01-01 07:32:00,1900-01-01 08:32:00,32,1.0,Short
33617,1900-01-01 09:57:00,1900-01-01 10:57:00,32,1.0,Short
33618,1900-01-01 08:45:00,1900-01-01 09:45:00,32,1.0,Short
33619,1900-01-01 16:24:00,1900-01-01 17:25:00,32,1.0166666666666666,Short
33620,1900-01-01 09:43:00,1900-01-01 10:45:00,32,1.0333333333333334,Short
33621,1900-01-01 18:47:00,1900-01-01 19:46:00,32,0.9833333333333333,Short
33622,1900-01-01 11:10:00,1900-01-01 12:05:00,32,0.9166666666666666,Short
33623,1900-01-01 19:50:00,1900-01-01 20:52:00,32,1.0333333333333334,Short
33624,1900-01-01 17:35:00,1900-01-01 18:32:00,32,0.95,Short
33626,1900-01-01 18:45:00,1900-01-01 19:45:00,32,1.0,Short
33628,1900-01-01 20:15:00,1900-01-01 21:15:00,32,1.0,Short
33630,1900-01-01 21:05:00,1900-01-01 22:03:00,32,0.9666666666666667,Short
33651,1900-01-01 04:45:00,1900-01-01 06:03:00,47,1.3,Short
33652,1900-01-01 06:35:00,1900-01-01 07:55:00,47,1.3333333333333333,Short
33653,1900-01-01 06:48:00,1900-01-01 08:08:00,47,1.3333333333333333,Short
33654,1900-01-01 08:55:00,1900-01-01 10:15:00,47,1.3333333333333333,Short
33655,1900-01-01 11:20:00,1900-01-01 12:37:00,47,1.2833333333333334,Short
33656,1900-01-01 12:47:00,1900-01-01 14:03:00,47,1.2666666666666666,Short
33657,1900-01-01 11:57:00,1900-01-01 13:15:00,47,1.3,Short
33658,1900-01-01 13:40:00,1900-01-01 15:00:00,47,1.3333333333333333,Short
33659,1900-01-01 13:32:00,1900-01-01 14:50:00,47,1.3,Short
33660,1900-01-01 14:58:00,1900-01-01 16:15:00,47,1.2833333333333334,Short
33664,1900-01-01 16:35:00,1900-01-01 17:50:00,47,1.25,Short
33666,1900-01-01 20:05:00,1900-01-01 21:27:00,47,1.3666666666666667,Short
33681,1900-01-01 09:10:00,1900-01-01 10:47:00,59,1.6166666666666667,Short
33682,1900-01-01 11:37:00,1900-01-01 13:10:00,60,1.55,Short
33685,1900-01-01 20:23:00,1900-01-01 21:57:00,59,1.5666666666666667,Short
33686,1900-01-01 21:20:00,1900-01-01 22:54:00,60,1.5666666666666667,Short
33687,1900-01-01 14:05:00,1900-01-01 15:40:00,59,1.5833333333333333,Short
33688,1900-01-01 15:55:00,1900-01-01 17:35:00,60,1.6666666666666667,Short
33711,1900-01-01 04:25:00,1900-01-01 05:08:00,32,0.7166666666666667,Short
33712,1900-01-01 04:22:00,1900-01-01 05:08:00,32,0.7666666666666667,Short
33713,1900-01-01 06:22:00,1900-01-01 07:08:00,32,0.7666666666666667,Short
33714,1900-01-01 06:20:00,1900-01-01 07:05:00,32,0.75,Short
33715,1900-01-01 07:22:00,1900-01-01 08:10:00,32,0.8,Short
33716,1900-01-01 07:20:00,1900-01-01 08:05:00,32,0.75,Short
33717,1900-01-01 08:34:00,1900-01-01 09:15:00,32,0.6833333333333333,Short
